timestamp_iso,epoch,pressure_ratio,gateway_replicas,gateway_desired,hpa_target_line,pod_names
2026-08-16T21:35:53Z,1786916153,ERR,34m,8,0/500m,8
2026-08-16T21:35:59Z,1786916159,ERR,35m,8,0/500m,8
2026-08-16T21:36:04Z,1786916164,ERR,35m,8,0/500m,8
2026-08-16T21:36:10Z,1786916170,ERR,35m,8,0/500m,8
2026-08-16T21:36:16Z,1786916176,ERR,35m,8,0/500m,8
2026-08-16T21:36:21Z,1786916181,ERR,35m,8,0/500m,8
2026-08-16T21:36:27Z,1786916187,ERR,35m,8,0/500m,8
2026-08-16T21:36:32Z,1786916192,ERR,35m,8,0/500m,8
2026-08-16T21:36:38Z,1786916198,ERR,35m,8,0/500m,8
2026-08-16T21:36:47Z,1786916207,ERR,35m,8,0/500m,8
2026-08-16T21:36:54Z,1786916214,ERR,35m,7,0/500m,7
